superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
table;150;;0.5266666666666666;0.6583333333333333;0.5266666666666666;0.5851851851851851;79;41;71
laptop;150;;0.6133333333333333;0.4125560538116592;0.6133333333333333;0.49329758713136723;92;131;58
lamp;150;;0.3466666666666667;0.7123287671232876;0.3466666666666667;0.46636771300448426;52;21;98
chair;150;;0.38666666666666666;0.5;0.38666666666666666;0.43609022556390975;58;58;92
bottle;300;;0.39;0.3926174496644295;0.39;0.3913043478260869;117;181;183
jar;149;;0.3087248322147651;0.5227272727272727;0.3087248322147651;0.3881856540084388;46;42;103
car;150;;0.24666666666666667;0.8604651162790697;0.24666666666666667;0.383419689119171;37;6;113
watercraft;150;;0.24;0.9473684210526315;0.24;0.38297872340425526;36;2;114
sofa;50;;0.26;0.5652173913043478;0.26;0.3561643835616438;13;10;37
microphone;150;;0.22666666666666666;0.7906976744186046;0.22666666666666666;0.35233160621761656;34;9;116
birdhouse;150;;0.21333333333333335;0.8205128205128205;0.21333333333333335;0.3386243386243386;32;7;118
airplane;150;;0.32;0.3582089552238806;0.32;0.3380281690140845;48;86;102
pistol;150;;0.2;1.0;0.2;0.33333333333333337;30;0;120
rifle;150;;0.19333333333333333;0.6590909090909091;0.19333333333333333;0.29896907216494845;29;15;121
rocket;149;;0.2214765100671141;0.4520547945205479;0.2214765100671141;0.29729729729729726;33;40;116
basket;150;;0.22666666666666666;0.38636363636363635;0.22666666666666666;0.2857142857142857;34;54;116
bathtub;150;;0.17333333333333334;0.6842105263157895;0.17333333333333334;0.2765957446808511;26;12;124
trash bin;149;;0.697986577181208;0.1597542242703533;0.697986577181208;0.26;104;547;45
bench;150;;0.18;0.35064935064935066;0.18;0.2378854625550661;27;50;123
bag;150;;0.18;0.2647058823529412;0.18;0.21428571428571427;27;75;123
piano;150;;0.12;0.9;0.12;0.21176470588235294;18;2;132
bowl;150;;0.11333333333333333;0.9444444444444444;0.11333333333333333;0.20238095238095238;17;1;133
helmet;150;;0.11333333333333333;0.8947368421052632;0.11333333333333333;0.2011834319526627;17;2;133
washer;150;;0.11333333333333333;0.8947368421052632;0.11333333333333333;0.2011834319526627;17;2;133
clock;149;;0.1342281879194631;0.35714285714285715;0.1342281879194631;0.1951219512195122;20;36;129
remote;149;;0.10067114093959731;0.8823529411764706;0.10067114093959731;0.18072289156626506;15;2;134
mug;150;;0.1;0.9375;0.1;0.18072289156626503;15;1;135
earphone;50;;0.1;0.4166666666666667;0.1;0.16129032258064516;5;7;45
stove;150;;0.08666666666666667;0.7222222222222222;0.08666666666666667;0.15476190476190477;13;5;137
motorbike;150;;0.06666666666666667;1.0;0.06666666666666667;0.125;10;0;140
keyboard;150;;0.06;1.0;0.06;0.11320754716981131;9;0;141
guitar;50;;0.06;0.75;0.06;0.1111111111111111;3;1;47
file cabinet;150;;0.08666666666666667;0.14285714285714285;0.08666666666666667;0.1078838174273859;13;78;137
dishwasher;150;;0.06;0.4090909090909091;0.06;0.10465116279069768;9;13;141
display;150;;0.06;0.375;0.06;0.10344827586206896;9;15;141
loudspeaker;150;;0.06;0.36;0.06;0.10285714285714286;9;16;141
flowerpot;150;;0.05333333333333334;0.8888888888888888;0.05333333333333334;0.10062893081761007;8;1;142
tower;150;;0.05333333333333334;0.47058823529411764;0.05333333333333334;0.09580838323353294;8;9;142
printer;149;;0.053691275167785234;0.1702127659574468;0.053691275167785234;0.08163265306122448;8;39;141
cabinet;150;;0.04;0.8571428571428571;0.04;0.07643312101910829;6;1;144
mailbox;150;;0.05333333333333334;0.07207207207207207;0.05333333333333334;0.061302681992337175;8;103;142
microwaves;150;;0.02666666666666667;1.0;0.02666666666666667;0.05194805194805195;4;0;146
camera;150;;0.02;0.42857142857142855;0.02;0.038216560509554146;3;4;147
cap;150;;0.02;0.12;0.02;0.03428571428571429;3;22;147
bed;100;;0.01;1.0;0.01;0.019801980198019802;1;0;99
bookshelf;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
bus;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
pillow;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
knife;150;;0.006666666666666667;0.5;0.006666666666666667;0.013157894736842105;1;1;149
telephone;150;;0.006666666666666667;0.3333333333333333;0.006666666666666667;0.013071895424836602;1;2;149
train;150;;0.0;0.0;0.0;0.0;0;0;150
