superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
bowl;150;;0.6333333333333333;1.0;0.6333333333333333;0.7755102040816326;95;0;55
motorbike;150;;0.5533333333333333;1.0;0.5533333333333333;0.7124463519313305;83;0;67
lamp;150;;0.5533333333333333;0.9764705882352941;0.5533333333333333;0.7063829787234043;83;2;67
helmet;150;;0.6466666666666666;0.7698412698412699;0.6466666666666666;0.7028985507246376;97;29;53
laptop;150;;0.6866666666666666;0.6866666666666666;0.6866666666666666;0.6866666666666666;103;47;47
car;150;;0.5866666666666667;0.7787610619469026;0.5866666666666667;0.6692015209125475;88;25;62
keyboard;150;;0.4866666666666667;1.0;0.4866666666666667;0.6547085201793722;73;0;77
bench;150;;0.5533333333333333;0.7980769230769231;0.5533333333333333;0.6535433070866141;83;21;67
piano;150;;0.4533333333333333;0.918918918918919;0.4533333333333333;0.6071428571428572;68;6;82
chair;150;;0.66;0.5351351351351351;0.66;0.591044776119403;99;86;51
bathtub;150;;0.42;0.9130434782608695;0.42;0.5753424657534246;63;6;87
pistol;150;;0.4;1.0;0.4;0.5714285714285715;60;0;90
tower;150;;0.4266666666666667;0.810126582278481;0.4266666666666667;0.5589519650655023;64;15;86
guitar;50;;0.38;1.0;0.38;0.5507246376811594;19;0;31
bag;150;;0.38666666666666666;0.8923076923076924;0.38666666666666666;0.5395348837209303;58;7;92
rifle;150;;0.4;0.7407407407407407;0.4;0.5194805194805194;60;21;90
birdhouse;150;;0.3;1.0;0.3;0.4615384615384615;45;0;105
microphone;150;;0.29333333333333333;0.9361702127659575;0.29333333333333333;0.44670050761421315;44;3;106
airplane;150;;0.35333333333333333;0.5578947368421052;0.35333333333333333;0.4326530612244898;53;42;97
bottle;300;;0.32;0.6193548387096774;0.32;0.421978021978022;96;59;204
trash bin;149;;0.7583892617449665;0.2677725118483412;0.7583892617449665;0.39579684763572676;113;309;36
watercraft;150;;0.26666666666666666;0.7547169811320755;0.26666666666666666;0.39408866995073893;40;13;110
basket;150;;0.26;0.7959183673469388;0.26;0.3919597989949749;39;10;111
jar;149;;0.28859060402684567;0.5972222222222222;0.28859060402684567;0.3891402714932127;43;29;106
rocket;149;;0.4429530201342282;0.336734693877551;0.4429530201342282;0.3826086956521739;66;130;83
mailbox;150;;0.38666666666666666;0.30526315789473685;0.38666666666666666;0.3411764705882353;58;132;92
table;150;;0.19333333333333333;0.8529411764705882;0.19333333333333333;0.31521739130434784;29;5;121
washer;150;;0.16666666666666666;0.8928571428571429;0.16666666666666666;0.2808988764044944;25;3;125
clock;149;;0.21476510067114093;0.35555555555555557;0.21476510067114093;0.26778242677824265;32;58;117
pillow;150;;0.12666666666666668;1.0;0.12666666666666668;0.22485207100591717;19;0;131
remote;149;;0.12751677852348994;0.8636363636363636;0.12751677852348994;0.2222222222222222;19;3;130
mug;150;;0.12;0.9;0.12;0.21176470588235294;18;2;132
stove;150;;0.11333333333333333;0.9444444444444444;0.11333333333333333;0.20238095238095238;17;1;133
cap;150;;0.11333333333333333;0.85;0.11333333333333333;0.2;17;3;133
sofa;50;;0.4;0.12658227848101267;0.4;0.19230769230769232;20;138;30
camera;150;;0.1;1.0;0.1;0.18181818181818182;15;0;135
bookshelf;150;;0.09333333333333334;0.7777777777777778;0.09333333333333334;0.16666666666666666;14;4;136
loudspeaker;150;;0.12;0.26865671641791045;0.12;0.16589861751152074;18;49;132
printer;149;;0.10738255033557047;0.2857142857142857;0.10738255033557047;0.15609756097560976;16;40;133
flowerpot;150;;0.08;1.0;0.08;0.14814814814814814;12;0;138
dishwasher;150;;0.09333333333333334;0.2641509433962264;0.09333333333333334;0.13793103448275862;14;39;136
bed;100;;0.06;0.8571428571428571;0.06;0.11214953271028037;6;1;94
display;150;;0.06;0.6923076923076923;0.06;0.11042944785276072;9;4;141
file cabinet;150;;0.05333333333333334;0.8888888888888888;0.05333333333333334;0.10062893081761007;8;1;142
train;150;;0.02;1.0;0.02;0.0392156862745098;3;0;147
microwaves;150;;0.02;0.75;0.02;0.03896103896103896;3;1;147
knife;150;;0.02;0.3;0.02;0.0375;3;7;147
cabinet;150;;0.013333333333333334;0.5;0.013333333333333334;0.025974025974025976;2;2;148
telephone;150;;0.013333333333333334;0.07692307692307693;0.013333333333333334;0.02272727272727273;2;24;148
bus;150;;0.0;0.0;0.0;0.0;0;0;150
earphone;50;;0.0;0.0;0.0;0.0;0;5;50
