value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
BaseMap;160;0.30625;0.4875;149;0.3959731543624161
Desert_A;160;0.325;0.44375;149;0.4228187919463087
Forest_Hills;160;0.35;0.50625;149;0.4697986577181208
Home_Interior;160;0.14375;0.2625;149;0.174496644295302
Showcase;160;0.2375;0.40625;149;0.28859060402684567
TheForgottenRoom_Demo;160;0.25;0.34375;149;0.3422818791946309
