superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
guitar;21;1.0;0.7619047619047619;1.0;0.7619047619047619;0.8648648648648648;16;0;5
piano;63;1.0;0.7619047619047619;0.9411764705882353;0.7619047619047619;0.8421052631578947;48;3;15
birdhouse;63;1.0;0.6825396825396826;0.9148936170212766;0.6825396825396826;0.7818181818181817;43;4;20
clock;63;1.0;0.6825396825396826;0.7818181818181819;0.6825396825396826;0.7288135593220338;43;12;20
helmet;63;1.0;0.6031746031746031;0.9047619047619048;0.6031746031746031;0.7238095238095238;38;4;25
microwaves;63;1.0;0.5714285714285714;0.9230769230769231;0.5714285714285714;0.7058823529411765;36;3;27
laptop;63;1.0;0.746031746031746;0.6438356164383562;0.746031746031746;0.6911764705882354;47;26;16
bookshelf;63;0.6666666666666666;0.5238095238095238;0.9166666666666666;0.5238095238095238;0.6666666666666667;33;3;30
chair;63;0.6666666666666666;0.6031746031746031;0.7307692307692307;0.6031746031746031;0.6608695652173913;38;14;25
remote;63;0.6666666666666666;0.5079365079365079;0.9411764705882353;0.5079365079365079;0.6597938144329897;32;2;31
bowl;63;0.6666666666666666;0.49206349206349204;1.0;0.49206349206349204;0.6595744680851063;31;0;32
bench;63;0.6666666666666666;0.5873015873015873;0.74;0.5873015873015873;0.6548672566371682;37;13;26
display;63;1.0;0.5396825396825397;0.8292682926829268;0.5396825396825397;0.6538461538461539;34;7;29
lamp;63;0.6666666666666666;0.6349206349206349;0.6557377049180327;0.6349206349206349;0.6451612903225806;40;21;23
washer;63;1.0;0.49206349206349204;0.9117647058823529;0.49206349206349204;0.6391752577319587;31;3;32
trash bin;63;1.0;0.746031746031746;0.5340909090909091;0.746031746031746;0.6225165562913907;47;41;16
stove;63;1.0;0.47619047619047616;0.8823529411764706;0.47619047619047616;0.6185567010309277;30;4;33
bathtub;63;0.6666666666666666;0.5238095238095238;0.717391304347826;0.5238095238095238;0.6055045871559633;33;13;30
bottle;126;0.6666666666666666;0.5158730158730159;0.6565656565656566;0.5158730158730159;0.5777777777777778;65;34;61
table;63;0.6666666666666666;0.47619047619047616;0.6666666666666666;0.47619047619047616;0.5555555555555556;30;15;33
airplane;63;0.6666666666666666;0.4444444444444444;0.5384615384615384;0.4444444444444444;0.4869565217391304;28;24;35
car;63;0.3333333333333333;0.42857142857142855;0.5510204081632653;0.42857142857142855;0.4821428571428571;27;22;36
basket;63;0.6666666666666666;0.42857142857142855;0.54;0.42857142857142855;0.47787610619469023;27;23;36
sofa;21;1.0;0.7619047619047619;0.3076923076923077;0.7619047619047619;0.4383561643835617;16;36;5
dishwasher;63;0.3333333333333333;0.30158730158730157;0.7916666666666666;0.30158730158730157;0.43678160919540227;19;5;44
cap;63;0.3333333333333333;0.2857142857142857;0.9;0.2857142857142857;0.4337349397590361;18;2;45
jar;63;0.3333333333333333;0.3492063492063492;0.5116279069767442;0.3492063492063492;0.41509433962264153;22;21;41
printer;63;0.6666666666666666;0.2698412698412698;0.7727272727272727;0.2698412698412698;0.39999999999999997;17;5;46
loudspeaker;63;0.3333333333333333;0.2222222222222222;0.6363636363636364;0.2222222222222222;0.32941176470588235;14;8;49
bed;42;0.5;0.19047619047619047;1.0;0.19047619047619047;0.32;8;0;34
motorbike;63;0.0;0.19047619047619047;0.9230769230769231;0.19047619047619047;0.31578947368421056;12;1;51
bag;63;0.3333333333333333;0.20634920634920634;0.5652173913043478;0.20634920634920634;0.3023255813953488;13;10;50
flowerpot;63;1.0;0.1746031746031746;1.0;0.1746031746031746;0.29729729729729726;11;0;52
camera;63;0.3333333333333333;0.1746031746031746;1.0;0.1746031746031746;0.29729729729729726;11;0;52
mug;63;0.0;0.1746031746031746;0.7857142857142857;0.1746031746031746;0.2857142857142857;11;3;52
earphone;21;0.0;0.19047619047619047;0.2;0.19047619047619047;0.1951219512195122;4;16;17
rocket;63;0.0;0.1111111111111111;0.7777777777777778;0.1111111111111111;0.19444444444444445;7;2;56
pistol;63;0.0;0.09523809523809523;1.0;0.09523809523809523;0.17391304347826084;6;0;57
rifle;63;0.0;0.09523809523809523;0.8571428571428571;0.09523809523809523;0.17142857142857143;6;1;57
file cabinet;63;0.3333333333333333;0.09523809523809523;0.75;0.09523809523809523;0.16901408450704225;6;2;57
watercraft;63;0.0;0.09523809523809523;0.6666666666666666;0.09523809523809523;0.16666666666666666;6;3;57
tower;63;0.0;0.09523809523809523;0.4;0.09523809523809523;0.15384615384615385;6;9;57
mailbox;63;0.0;0.09523809523809523;0.3333333333333333;0.09523809523809523;0.14814814814814814;6;12;57
pillow;63;0.3333333333333333;0.06349206349206349;1.0;0.06349206349206349;0.11940298507462686;4;0;59
keyboard;63;0.0;0.06349206349206349;0.8;0.06349206349206349;0.11764705882352941;4;1;59
telephone;63;0.3333333333333333;0.047619047619047616;1.0;0.047619047619047616;0.0909090909090909;3;0;60
microphone;63;0.0;0.031746031746031744;0.5;0.031746031746031744;0.05970149253731343;2;2;61
knife;63;0.0;0.015873015873015872;0.5;0.015873015873015872;0.03076923076923077;1;1;62
bus;63;0.0;0.0;0.0;0.0;0.0;0;0;63
cabinet;63;0.0;0.0;0.0;0.0;0.0;0;0;63
train;63;0.0;0.0;0.0;0.0;0.0;0;0;63
