rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov2_s__knn;DINOv2-S-KNN;0.24732142857142858;0.46517857142857144;0.3959731543624161;0.3346116970278044;3129;0.2150846915947587;-0.06136145733461168
2;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.20684523809523808;0.44434523809523807;0.4161073825503356;0.3084052412911473;3129;0.18887823585810162;-0.10770214125918826
3;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.20684523809523808;0.412797619047619;0.3825503355704698;0.3013742409715564;3129;0.1818472355385107;-0.0811760945989134
4;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.2154761904761905;0.4056547619047619;0.38926174496644295;0.29466283157558326;3129;0.17513582614253756;-0.09459891339085968
5;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.18958333333333333;0.3636904761904762;0.37583892617449666;0.2652604666027485;3129;0.1457334611697028;-0.11057845957174817
6;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.1949404761904762;0.34285714285714286;0.3422818791946309;0.26334292106104185;3129;0.14381591562799614;-0.07893895813358903
7;swin_s__knn;Swin-S-KNN;0.1836309523809524;0.30833333333333335;0.3624161073825503;0.2464046021093001;3129;0.1268775966762544;-0.11601150527325021
8;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.17648809523809525;0.3196428571428571;0.35570469798657717;0.24065196548418025;3129;0.12112496005113454;-0.11505273250239692
9;dinov3_s__knn;DINOv3-S-KNN;0.1550595238095238;0.325;0.30201342281879195;0.22083732821987856;3129;0.10131032278683286;-0.0811760945989134
10;dinov1_s__knn;DINOv1-S-KNN;0.07321428571428572;0.1818452380952381;0.16778523489932887;0.12016618728028124;3129;0.0006391818472355343;-0.04761904761904763
