Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
DINOv2-L-KNN;0.3860119047619048;0.5266858421220837;0.8085159421178146;0.140287047150057
DINOv3-L-KNN;0.3827380952380952;0.5126238414829019;0.8306975124139349;0.11083085382179844
DINOv2-L-IN1K-LOGITS;0.37648809523809523;0.5215723873441994;0.7821170300074524;0.03093811216808502
DINOv2-L-IN1K-KNN;0.3607142857142857;0.49185043144774687;0.8281719582572782;0.09005087106710387
CLIP-L-IN1K-KNN;0.3443452380952381;0.4550974752317034;0.773085024703094;0.2777425101204288
CLIP-L-IN1K-LOGITS;0.3392857142857143;0.44423138382869926;0.7930411332385016;0.19203402201334635
DINOv2-B-KNN;0.3169642857142857;0.4435922019814637;0.7801254001861568;0.18185400033724453
DINOv2-B-IN1K-LINEAR_PROBE;0.31607142857142856;0.42058165548098436;0.7818646854138291;0.30899079345091157
DINOv2-B-IN1K-KNN;0.2910714285714286;0.4097155640779802;0.7981061952372859;0.10933344376805634
CLIP-B-IN1K-LINEAR_PROBE;0.2875;0.37392138063279;0.8359533236126895;0.27581079058173125
DINOv2-B-IN1K-LOGITS;0.28095238095238095;0.40939597315436244;0.8085317077533953;0.10405792054675875
DINOv3-B-KNN;0.2675595238095238;0.3815915627996165;0.81261720662129;0.12369038008064742
Swin-L-IN1K-LOGITS;0.26398809523809524;0.3576222435282838;0.7702082148990382;0.11990111214773995
CLIP-B-IN1K-LOGITS;0.2586309523809524;0.3521891978267817;0.7830045470945115;0.23124522254580543
CLIP-B-IN1K-KNN;0.25744047619047616;0.35186960690316393;0.8040274769191562;0.2627231294377929
Hiera_L-IN1K-KNN;0.24970238095238095;0.3410035155001598;0.7454625484429009;0.3492372991827628
DINOv2-S-KNN;0.24732142857142858;0.3346116970278044;0.7916657744888536;0.14571688760160692
Hiera_L-IN1K-LOGITS;0.2467261904761905;0.336529242569511;0.7497570535492583;0.10573793819972448
Swin-L-KNN;0.23214285714285715;0.31383828699264943;0.8033194195984893;0.27348609667360074
Swin-L-IN1K-KNN;0.23214285714285715;0.31383828699264943;0.8033194195984893;0.27348609667360074
Swin-B-IN1K-LOGITS;0.22738095238095238;0.3173537871524449;0.7568182826579755;0.11316394351777574
Swin-B-IN1K-LINEAR_PROBE;0.22708333333333333;0.30648769574944074;0.7872154128844099;0.21937679001636015
Swin-S-IN1K-LOGITS;0.2154761904761905;0.29466283157558326;0.7550459427057572;0.11289606094360352
Swin-B-IN1K-KNN;0.21369047619047618;0.29338446788111217;0.7571783425656684;0.30035376602650754
DINOv2-S-IN1K-KNN;0.20684523809523808;0.3013742409715564;0.7832245873095145;0.13014589605099036
DINOv2-S-IN1K-LOGITS;0.20684523809523808;0.3084052412911473;0.7996914438430494;0.156964719863165
Hiera_B-LOGITS;0.20327380952380952;0.27772451262384146;0.7172724543054522;0.18297281265258789
Swin-B-KNN;0.2017857142857143;0.27293064876957496;0.7188417704394422;0.34723450888081325
Hiera_B-KNN;0.2005952380952381;0.27452860338766377;0.7401503233603849;0.32795394529987654
Swin-S-IN1K-KNN;0.1949404761904762;0.26334292106104185;0.7543683594135824;0.2821729003850903
Hiera_S-IN1K-LOGITS;0.18958333333333333;0.2652604666027485;0.7563357894924969;0.17496529533749539
Swin-S-KNN;0.1836309523809524;0.2464046021093001;0.7109258811732946;0.34484166636220404
Hiera_S-IN1K-KNN;0.17648809523809525;0.24065196548418025;0.7584534909445275;0.31851080240726115
CLIP-L-KNN;0.1738095238095238;0.24256951102588686;0.8380066667324622;0.07930449072404633
ViT-L-IN1K-LOGITS;0.15833333333333333;0.2182806008309364;0.7874663674745562;0.26418547857375374
ViT-L-IN1K-KNN;0.15654761904761905;0.20741450942793224;0.8043502177523875;0.18063108558056964
DINOv3-S-KNN;0.1550595238095238;0.22083732821987856;0.7850828770369389;0.1406830221924576
ViT-B-IN1K-LOGITS;0.14583333333333334;0.19878555449025248;0.7859884093010026;0.2457732745579311
ViT-B-IN1K-KNN;0.13154761904761905;0.1808884627676574;0.8057500798600665;0.16535746678044747
ResNet-50-IN1K-LOGITS;0.12113095238095238;0.17130073505912433;0.7076171236347328;0.4495407558622815
ResNet-50-IN1K-KNN;0.09226190476190477;0.1339085969958453;0.7836938127974616;0.1351896443359909
DINOv1-B-KNN;0.0869047619047619;0.13454777884308086;0.7350813077101678;0.17411172413267192
CLIP-B-KNN;0.08630952380952381;0.1297539149888143;0.8206761765696957;0.13042312464455053
ResNet-50-KNN;0.07678571428571429;0.1195270054330457;0.7701864013714583;0.14066732978293048
DINOv1-S-KNN;0.07321428571428572;0.12016618728028124;0.7756108004239965;0.17012087981926188
