rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov2_l__knn;DINOv2-L-KNN;0.3860119047619048;0.6056547619047619;0.5973154362416108;0.5266858421220837;3129;0.40715883668903796;-0.07062959411952707
2;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.37648809523809523;0.5976190476190476;0.6510067114093959;0.5215723873441994;3129;0.4020453819111537;-0.1294343240651965
3;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.3607142857142857;0.5720238095238095;0.6174496644295302;0.49185043144774687;3129;0.37232342601470114;-0.12559923298178333
4;dinov2_b__knn;DINOv2-B-KNN;0.3169642857142857;0.5321428571428571;0.5369127516778524;0.4435922019814637;3129;0.32406519654841803;-0.09332054969638864
5;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.31607142857142856;0.5553571428571429;0.5033557046979866;0.42058165548098436;3129;0.30105465004793863;-0.08277404921700227
6;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.2910714285714286;0.512797619047619;0.5369127516778524;0.4097155640779802;3129;0.29018855864493454;-0.12719718759987214
7;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.28095238095238095;0.518154761904762;0.5302013422818792;0.40939597315436244;3129;0.28986896772131676;-0.12080536912751677
8;dinov2_s__knn;DINOv2-S-KNN;0.24732142857142858;0.46517857142857144;0.3959731543624161;0.3346116970278044;3129;0.2150846915947587;-0.06136145733461168
9;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.20684523809523808;0.44434523809523807;0.4161073825503356;0.3084052412911473;3129;0.18887823585810162;-0.10770214125918826
10;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.20684523809523808;0.412797619047619;0.3825503355704698;0.3013742409715564;3129;0.1818472355385107;-0.0811760945989134
