value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
acoustic-guitar-1;50;0.14;0.3;50;0.14
analog-clock-1;50;0.22;0.22;50;0.22
assault-rifle-1;50;0.4;0.4;50;0.4
backpack-1;50;0.54;0.7;50;0.54
backpack-2;50;0.02;0.16;50;0.18
bathtub-1;50;0.42;0.7;50;0.42
bathtub-2;50;0.48;0.88;50;0.48
bathtub-3;50;0.24;0.82;50;0.24
bed-1;50;0.0;0.0;50;0.0
bed-2;50;0.0;0.0;50;0.0
bench-1;50;0.96;1.0;50;0.96
bench-2;50;0.06;0.16;50;0.06
bench-3;50;0.06;0.3;50;0.06
birdhouse-1;50;0.02;0.1;50;0.02
birdhouse-2;50;0.4;0.4;50;0.4
birdhouse-3;50;0.44;0.66;50;0.44
bookshelf-1;50;0.0;0.04;50;0.0
bookshelf-2;50;0.0;0.22;50;0.0
bookshelf-3;50;0.2;0.2;50;0.2
bullet-train-1;50;0.0;0.0;50;0.0
bus-1;50;0.0;0.0;50;0.0
bus-2;50;0.0;0.0;50;0.0
bus-3;50;0.0;0.0;50;0.04
can-1;50;0.0;0.0;50;0.0
can-2;50;0.0;0.0;50;0.04
can-3;50;0.0;0.0;50;0.02
china-cabinet-1;50;0.0;0.0;50;0.0
china-cabinet-2;50;0.0;0.0;50;0.0
china-cabinet-3;50;0.0;0.0;50;0.0
computer-keyboard-1;50;0.24;0.6;50;0.24
computer-keyboard-2;50;0.5;0.88;50;0.5
computer-keyboard-3;50;0.64;0.9;50;0.64
cowboy-hat-1;50;0.04;0.64;50;0.04
cowboy-hat-2;50;0.0;0.2;50;0.0
cowboy-hat-3;50;0.0;0.5;50;0.0
crash-helmet-1;50;0.54;0.8;50;0.54
crash-helmet-2;50;0.22;0.62;50;0.32
crate-1;50;0.06;0.2;50;0.06
day-bed-1;50;0.42;0.52;50;0.42
dining-table-1;50;0.0;0.24;50;0.0
dining-table-2;50;0.0;0.02;50;0.16
dining-table-3;50;0.62;0.8;50;0.62
dishwasher-1;50;0.1;0.34;50;0.1
dishwasher-2;50;0.22;0.56;50;0.22
dishwasher-3;50;0.14;0.34;50;0.14
earphone-2;50;0.0;0.0;0;
electric-locomotive-1;50;0.0;0.08;50;0.0
faucet-1;50;0.0;0.0;0;
flowerpot-2;50;0.02;0.5;50;0.02
faucet-2;50;0.0;0.0;0;
faucet-3;50;0.0;0.0;0;
fighter-jet;50;0.64;0.86;50;0.64
