Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
DINOv3-L-KNN;0.7096913580246914;0;0.9371158814997287;0.03570998719238024
DINOv2-L-KNN;0.6668518518518518;0;0.9195728906375917;0.0729063967071519
DINOv3-S-KNN;0.6517901234567901;0;0.952641776056838;0.07376118776066527
DINOv2-B-KNN;0.6510493827160494;0;0.9340911423399385;0.07152699666488688
DINOv1-B-KNN;0.6481172839506173;0;0.924495193277526;0.06727697866750351
DINOv2-S-KNN;0.6390432098765432;0;0.9428302858649039;0.07430770773049676
Swin-L-IN1K-KNN;0.6388271604938272;0;0.8875543460588311;0.09490331501320559
Swin-L-KNN;0.6388271604938272;0;0.8875543460588311;0.09490331501320559
DINOv2-L-IN1K-KNN;0.6340432098765432;0;0.9239760843934772;0.05221046427402784
DINOv1-S-KNN;0.6326234567901234;0;0.9305351796154233;0.06828272850080219
DINOv2-B-IN1K-KNN;0.6269444444444444;0;0.9308054153132255;0.06509222713609536
Swin-B-IN1K-KNN;0.6176234567901234;0;0.8802120735282575;0.11132300153719607
DINOv2-L-IN1K-LOGITS;0.6105246913580247;0;0.9056309428402671;0.017040913899739555
Hiera_L-IN1K-KNN;0.600925925925926;0;0.857778351766515;0.1655832830690031
Swin-S-IN1K-KNN;0.5958641975308642;0;0.8872015240910931;0.09874693490311873
DINOv2-S-IN1K-KNN;0.589320987654321;0;0.915249571955598;0.08245114723795358
CLIP-L-IN1K-KNN;0.5886111111111111;0;0.8695914598388884;0.16173541585006465
Hiera_B-KNN;0.5882098765432099;0;0.8660449087251645;0.16042477542948388
CLIP-B-IN1K-KNN;0.586604938271605;0;0.8906818066506226;0.12506619283607529
Hiera_S-IN1K-KNN;0.5838271604938272;0;0.8674415187624922;0.14748126790755325
Swin-L-IN1K-LOGITS;0.5770987654320988;0;0.8941220260596725;0.0515541694782398
DINOv2-B-IN1K-LOGITS;0.5704938271604938;0;0.9111327430686073;0.041447598021707444
Hiera_L-IN1K-LOGITS;0.5646604938271605;0;0.882951035158848;0.04996951235665217
Swin-S-KNN;0.5625;0;0.8740320382829756;0.1522848600979297
Swin-B-KNN;0.5613271604938271;0;0.867772152149752;0.15880408365256438
DINOv3-B-KNN;0.5604629629629629;0;0.8790619971199871;0.12751149127765754
Swin-B-IN1K-LINEAR_PROBE;0.5587654320987654;0;0.8992475290746915;0.5114378114963809
CLIP-L-IN1K-LOGITS;0.5538888888888889;0;0.8872079528254675;0.044975188337726374
Swin-B-IN1K-LOGITS;0.5529320987654321;0;0.8878278558347722;0.04481992865786141
DINOv2-B-IN1K-LINEAR_PROBE;0.5496604938271605;0;0.8853084023086312;0.5237067043208868
Hiera_B-LOGITS;0.5423456790123456;0;0.8784547752386558;0.04328488114439413
CLIP-B-IN1K-LINEAR_PROBE;0.5416666666666666;0;0.8991532303087859;0.5077986142826683
CLIP-B-IN1K-LOGITS;0.5408950617283951;0;0.8894646236468909;0.04530913953427916
ResNet-50-IN1K-KNN;0.5404938271604939;0;0.9263150850240652;0.03776431841108901
Swin-S-IN1K-LOGITS;0.536820987654321;0;0.892144470068896;0.04217597252056923
Hiera_S-IN1K-LOGITS;0.5320679012345679;0;0.8805042957546767;0.03875748392976361
ViT-L-IN1K-KNN;0.5260185185185186;0;0.9206284300150961;0.06818379470745078
ViT-B-IN1K-KNN;0.5248456790123457;0;0.9223483703043227;0.058894950852579904
DINOv2-S-IN1K-LOGITS;0.5191666666666667;0;0.9016445477253061;0.07911946143633053
ViT-L-IN1K-LOGITS;0.5186111111111111;0;0.8995215253860848;0.10845368679658868
ViT-B-IN1K-LOGITS;0.5050925925925925;0;0.9008501377267171;0.11158279913443105
ResNet-50-IN1K-LOGITS;0.5047530864197531;0;0.9069978218272462;0.13145603956999602
CLIP-L-KNN;0.4749382716049383;0;0.9142861361765401;0.11436368643179717
ResNet-50-KNN;0.4740740740740741;0;0.9225236652117568;0.06765529797297477
CLIP-B-KNN;0.43848765432098763;0;0.8908000744742236;0.11312059625523327
