rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.43848765432098763;0.6009876543209877;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.586604938271605;0.7036728395061729;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.5416666666666666;0.6962037037037037;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.5408950617283951;0.7007098765432099;0.0;0;0;0;0.0
5;dinov1_b__knn;DINOv1-B-KNN;0.6481172839506173;0.749104938271605;0.0;0;0;0;0.0
6;dinov2_b__knn;DINOv2-B-KNN;0.6510493827160494;0.7297530864197531;0.0;0;0;0;0.0
7;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.6269444444444444;0.743179012345679;0.0;0;0;0;0.0
8;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.5496604938271605;0.7018518518518518;0.0;0;0;0;0.0
9;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.5704938271604938;0.7238580246913581;0.0;0;0;0;0.0
10;dinov3_b__knn;DINOv3-B-KNN;0.5604629629629629;0.7096913580246914;0.0;0;0;0;0.0
11;hiera_b_in1k__knn;Hiera_B-KNN;0.5882098765432099;0.7102469135802469;0.0;0;0;0;0.0
12;hiera_b_in1k__logits;Hiera_B-LOGITS;0.5423456790123456;0.7029938271604939;0.0;0;0;0;0.0
13;swin_b__knn;Swin-B-KNN;0.5613271604938271;0.6925308641975308;0.0;0;0;0;0.0
14;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.6176234567901234;0.7457716049382717;0.0;0;0;0;0.0
15;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.5587654320987654;0.7103086419753086;0.0;0;0;0;0.0
16;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.5529320987654321;0.7094753086419753;0.0;0;0;0;0.0
17;vit_b_in1k__knn;ViT-B-IN1K-KNN;0.5248456790123457;0.657962962962963;0.0;0;0;0;0.0
18;vit_b_in1k__logits;ViT-B-IN1K-LOGITS;0.5050925925925925;0.6706481481481481;0.0;0;0;0;0.0
