rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov1_s__knn;DINOv1-S-KNN;0.6326234567901234;0.7251543209876543;0.0;0;0;0;0.0
2;dinov2_s__knn;DINOv2-S-KNN;0.6390432098765432;0.7108024691358025;0.0;0;0;0;0.0
3;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.589320987654321;0.7133950617283951;0.0;0;0;0;0.0
4;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.5191666666666667;0.6825925925925926;0.0;0;0;0;0.0
5;dinov3_s__knn;DINOv3-S-KNN;0.6517901234567901;0.7199382716049383;0.0;0;0;0;0.0
6;hiera_s_in1k__knn;Hiera_S-IN1K-KNN;0.5838271604938272;0.7070987654320988;0.0;0;0;0;0.0
7;hiera_s_in1k__logits;Hiera_S-IN1K-LOGITS;0.5320679012345679;0.6946604938271604;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.5625;0.6930864197530864;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.5958641975308642;0.7276543209876544;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.536820987654321;0.7008641975308642;0.0;0;0;0;0.0
