rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_b__knn;CLIP-B-KNN;0.43848765432098763;0.6009876543209877;0.0;0;0;0;0.0
2;clip_b_in1k__knn;CLIP-B-IN1K-KNN;0.586604938271605;0.7036728395061729;0.0;0;0;0;0.0
3;clip_b_in1k__linear_probe;CLIP-B-IN1K-LINEAR_PROBE;0.5416666666666666;0.6962037037037037;0.0;0;0;0;0.0
4;clip_b_in1k__logits;CLIP-B-IN1K-LOGITS;0.5408950617283951;0.7007098765432099;0.0;0;0;0;0.0
5;clip_l__knn;CLIP-L-KNN;0.4749382716049383;0.6300617283950617;0.0;0;0;0;0.0
6;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.5886111111111111;0.7073148148148148;0.0;0;0;0;0.0
7;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.5538888888888889;0.7202777777777778;0.0;0;0;0;0.0
8;dinov1_b__knn;DINOv1-B-KNN;0.6481172839506173;0.749104938271605;0.0;0;0;0;0.0
9;dinov1_s__knn;DINOv1-S-KNN;0.6326234567901234;0.7251543209876543;0.0;0;0;0;0.0
10;dinov2_b__knn;DINOv2-B-KNN;0.6510493827160494;0.7297530864197531;0.0;0;0;0;0.0
11;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.6269444444444444;0.743179012345679;0.0;0;0;0;0.0
12;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.5496604938271605;0.7018518518518518;0.0;0;0;0;0.0
13;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.5704938271604938;0.7238580246913581;0.0;0;0;0;0.0
14;dinov2_l__knn;DINOv2-L-KNN;0.6668518518518518;0.7519135802469136;0.0;0;0;0;0.0
15;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.6340432098765432;0.761358024691358;0.0;0;0;0;0.0
16;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.6105246913580247;0.7607716049382716;0.0;0;0;0;0.0
17;dinov2_s__knn;DINOv2-S-KNN;0.6390432098765432;0.7108024691358025;0.0;0;0;0;0.0
18;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.589320987654321;0.7133950617283951;0.0;0;0;0;0.0
19;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.5191666666666667;0.6825925925925926;0.0;0;0;0;0.0
20;dinov3_b__knn;DINOv3-B-KNN;0.5604629629629629;0.7096913580246914;0.0;0;0;0;0.0
