rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_l__knn;CLIP-L-KNN;0.4749382716049383;0.6300617283950617;0.0;0;0;0;0.0
2;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.5886111111111111;0.7073148148148148;0.0;0;0;0;0.0
3;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.5538888888888889;0.7202777777777778;0.0;0;0;0;0.0
4;dinov2_l__knn;DINOv2-L-KNN;0.6668518518518518;0.7519135802469136;0.0;0;0;0;0.0
5;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.6340432098765432;0.761358024691358;0.0;0;0;0;0.0
6;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.6105246913580247;0.7607716049382716;0.0;0;0;0;0.0
7;dinov3_l__knn;DINOv3-L-KNN;0.7096913580246914;0.8087654320987654;0.0;0;0;0;0.0
8;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.600925925925926;0.7150925925925926;0.0;0;0;0;0.0
9;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.5646604938271605;0.7236419753086419;0.0;0;0;0;0.0
10;swin_l__knn;Swin-L-KNN;0.6388271604938272;0.7665432098765432;0.0;0;0;0;0.0
11;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.6388271604938272;0.7665432098765432;0.0;0;0;0;0.0
12;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.5770987654320988;0.7286111111111111;0.0;0;0;0;0.0
13;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.5260185185185186;0.6620987654320988;0.0;0;0;0;0.0
14;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.5186111111111111;0.6826234567901235;0.0;0;0;0;0.0
