superclass;support;base_accuracy;overall_accuracy;precision;recall;f1;tp;fp;fn
lamp;150;;0.64;0.9504950495049505;0.64;0.7649402390438247;96;5;54
helmet;150;;0.6333333333333333;0.9313725490196079;0.6333333333333333;0.753968253968254;95;7;55
chair;150;;0.5866666666666667;0.822429906542056;0.5866666666666667;0.6848249027237354;88;19;62
bowl;150;;0.49333333333333335;1.0;0.49333333333333335;0.6607142857142857;74;0;76
piano;150;;0.5333333333333333;0.8602150537634409;0.5333333333333333;0.6584362139917695;80;13;70
bench;150;;0.5133333333333333;0.8555555555555555;0.5133333333333333;0.6416666666666666;77;13;73
airplane;150;;0.7466666666666667;0.5544554455445545;0.7466666666666667;0.6363636363636365;112;90;38
laptop;150;;0.7133333333333334;0.5487179487179488;0.7133333333333334;0.6202898550724638;107;88;43
motorbike;150;;0.46;0.9452054794520548;0.46;0.6188340807174888;69;4;81
guitar;50;;0.4;1.0;0.4;0.5714285714285715;20;0;30
pistol;150;;0.4;0.967741935483871;0.4;0.5660377358490567;60;2;90
rifle;150;;0.3933333333333333;1.0;0.3933333333333333;0.5645933014354066;59;0;91
birdhouse;150;;0.38666666666666666;0.9354838709677419;0.38666666666666666;0.5471698113207547;58;4;92
display;150;;0.5866666666666667;0.4971751412429379;0.5866666666666667;0.5382262996941896;88;89;62
basket;150;;0.38666666666666666;0.8169014084507042;0.38666666666666666;0.5248868778280543;58;13;92
bathtub;150;;0.4;0.7407407407407407;0.4;0.5194805194805194;60;21;90
keyboard;150;;0.3466666666666667;1.0;0.3466666666666667;0.5148514851485149;52;0;98
rocket;149;;0.3691275167785235;0.8208955223880597;0.3691275167785235;0.5092592592592593;55;12;94
flowerpot;150;;0.31333333333333335;1.0;0.31333333333333335;0.47715736040609136;47;0;103
car;150;;0.41333333333333333;0.543859649122807;0.41333333333333333;0.4696969696969697;62;52;88
microphone;150;;0.30666666666666664;0.9787234042553191;0.30666666666666664;0.467005076142132;46;1;104
bottle;300;;0.4;0.5194805194805194;0.4;0.4519774011299435;120;111;180
mailbox;150;;0.4666666666666667;0.4069767441860465;0.4666666666666667;0.4347826086956522;70;102;80
watercraft;150;;0.28;0.9545454545454546;0.28;0.43298969072164956;42;2;108
jar;149;;0.348993288590604;0.5591397849462365;0.348993288590604;0.4297520661157025;52;41;97
bag;150;;0.26666666666666666;0.625;0.26666666666666666;0.37383177570093457;40;24;110
table;150;;0.3;0.46875;0.3;0.36585365853658536;45;51;105
earphone;50;;0.26;0.5;0.26;0.34210526315789475;13;13;37
washer;150;;0.18666666666666668;0.7567567567567568;0.18666666666666668;0.2994652406417112;28;9;122
trash bin;149;;0.7919463087248322;0.1623108665749656;0.7919463087248322;0.2694063926940639;118;609;31
stove;150;;0.16;0.75;0.16;0.26373626373626374;24;8;126
sofa;50;;0.52;0.17333333333333334;0.52;0.26;26;124;24
clock;149;;0.20134228187919462;0.32608695652173914;0.20134228187919462;0.2489626556016597;30;62;119
cap;150;;0.14;0.875;0.14;0.24137931034482757;21;3;129
camera;150;;0.14;0.84;0.14;0.24000000000000002;21;4;129
bookshelf;150;;0.12666666666666668;0.95;0.12666666666666668;0.2235294117647059;19;1;131
remote;149;;0.12751677852348994;0.9047619047619048;0.12751677852348994;0.2235294117647059;19;2;130
pillow;150;;0.12;1.0;0.12;0.21428571428571425;18;0;132
mug;150;;0.11333333333333333;1.0;0.11333333333333333;0.20359281437125748;17;0;133
bed;100;;0.1;1.0;0.1;0.18181818181818182;10;0;90
file cabinet;150;;0.08666666666666667;0.8125;0.08666666666666667;0.1566265060240964;13;3;137
microwaves;150;;0.08666666666666667;0.7222222222222222;0.08666666666666667;0.15476190476190477;13;5;137
loudspeaker;150;;0.08666666666666667;0.43333333333333335;0.08666666666666667;0.14444444444444446;13;17;137
tower;150;;0.08;0.4;0.08;0.13333333333333333;12;18;138
printer;149;;0.087248322147651;0.23214285714285715;0.087248322147651;0.12682926829268293;13;43;136
dishwasher;150;;0.05333333333333334;0.5;0.05333333333333334;0.0963855421686747;8;8;142
bus;150;;0.013333333333333334;1.0;0.013333333333333334;0.02631578947368421;2;0;148
train;150;;0.006666666666666667;1.0;0.006666666666666667;0.013245033112582783;1;0;149
cabinet;150;;0.0;0.0;0.0;0.0;0;0;150
knife;150;;0.0;0.0;0.0;0.0;0;6;150
telephone;150;;0.0;0.0;0.0;0.0;0;4;150
