value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
Default;160;0.34375;0.5375;149;0.48322147651006714
M_Camo;160;0.15;0.23125;149;0.20134228187919462
M_Glass;160;0.10625;0.23125;149;0.14093959731543623
M_Noise;160;0.11875;0.20625;149;0.1476510067114094
M_Titanium;160;0.20625;0.36875;149;0.3087248322147651
M_Tri_Wood;160;0.2125;0.33125;149;0.2751677852348993
