rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_l__knn;CLIP-L-KNN;0.5553666666666667;0.7334666666666667;0.0;0;0;0;0.0
2;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.6567;0.7549333333333333;0.0;0;0;0;0.0
3;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.6421333333333333;0.8302666666666667;0.0;0;0;0;0.0
4;dinov2_l__knn;DINOv2-L-KNN;0.6177;0.7413666666666666;0.0;0;0;0;0.0
5;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.5237333333333334;0.6489;0.0;0;0;0;0.0
6;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.6335333333333333;0.7920333333333334;0.0;0;0;0;0.0
7;dinov3_l__knn;DINOv3-L-KNN;0.7171333333333333;0.8479333333333333;0.0;0;0;0;0.0
8;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.44583333333333336;0.5224666666666666;0.0;0;0;0;0.0
9;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.4372666666666667;0.6059666666666667;0.0;0;0;0;0.0
10;swin_l__knn;Swin-L-KNN;0.4615;0.5623333333333334;0.0;0;0;0;0.0
11;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.4615;0.5623333333333334;0.0;0;0;0;0.0
12;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.4760333333333333;0.6547333333333333;0.0;0;0;0;0.0
13;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.3429;0.4402;0.0;0;0;0;0.0
14;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.3575;0.5092666666666666;0.0;0;0;0;0.0
