rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;dinov2_b__knn;DINOv2-B-KNN;0.5051;0.6485333333333333;0.0;0;0;0;0.0
2;dinov2_b_in1k__knn;DINOv2-B-IN1K-KNN;0.45563333333333333;0.6;0.0;0;0;0;0.0
3;dinov2_b_in1k__linear_probe;DINOv2-B-IN1K-LINEAR_PROBE;0.5213;0.7135333333333334;0.0;0;0;0;0.0
4;dinov2_b_in1k__logits;DINOv2-B-IN1K-LOGITS;0.5355333333333333;0.7107;0.0;0;0;0;0.0
5;dinov2_l__knn;DINOv2-L-KNN;0.6177;0.7413666666666666;0.0;0;0;0;0.0
6;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.5237333333333334;0.6489;0.0;0;0;0;0.0
7;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.6335333333333333;0.7920333333333334;0.0;0;0;0;0.0
8;dinov2_s__knn;DINOv2-S-KNN;0.393;0.5401333333333334;0.0;0;0;0;0.0
9;dinov2_s_in1k__knn;DINOv2-S-IN1K-KNN;0.36946666666666667;0.5139333333333334;0.0;0;0;0;0.0
10;dinov2_s_in1k__logits;DINOv2-S-IN1K-LOGITS;0.4271;0.6106666666666667;0.0;0;0;0;0.0
