Dataset,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC
imagenet-1k,0.82094,0.95886,0.013035166625976586,0.8731081758603099
imagenet-9,0.5191666666666667,0.6825925925925926,0.07911946143633053,0.9016445477253061
imagenet-a,0.36852669610598154,0.6281279272046032,0.14683333225523343,0.7601462928260314
imagenet-c,0.6046465263157895,0.807797052631579,0.04089361444413031,0.8718244698318348
imagenet-d,0.18407445708376421,0.5001034126163392,0.29790311732484487,0.5879044730208911
imagenet-hard,0.22987249544626595,0.48515482695810563,0.22962367990629268,0.7492491429486017
imagenet-mini,0.8274,0.9618,0.02648446044921879,0.8709561090024707
imagenet-r,0.4271,0.6106666666666667,0.08744371337890626,0.8476559471914776
imagenet-sketch,0.4463636542278292,0.6889504608068542,0.09113907483728372,0.8278985269068084
imagenet-v2,0.7297,0.9115,0.027308831787109356,0.8535666393950332
tiny-imagenet,0.5176,0.7458,0.11544421997070314,0.8080285196569958
normal_dataset,0.20684523809523808,0.44434523809523807,0.156964719863165,0.7996914438430494
plastic_dataset,0.185287126235456,0.3905917677968222,0.16882724349137526,0.7955724911118227
objectnet,0.23850543770862495,0.3777861526865511,0.22301005608583405,0.7927777525969582
PUG_ImageNet,0.3637464903541346,0.5471537904175346,0.09050689474761771,0.8399957966516822
AVERAGE,0.44465165254931677,0.6494153258981925,0.11963583910693477,0.8120013552379516
