Dataset,ImageNet Top-1,ImageNet Top-5,ImageNet ECE,ImageNet ROC AUC
imagenet-1k,0.8729,0.98236,0.05206935180664063,0.859288571992812
imagenet-9,0.5538888888888889,0.7202777777777778,0.044975188337726374,0.8872079528254675
imagenet-a,0.38351398367456174,0.6833935501137428,0.1445459431949811,0.7020017249759953
imagenet-c,0.6962690526315789,0.8761745263157895,0.024618439155980172,0.865946344390831
imagenet-d,0.25811789038262667,0.6421923474663909,0.2994519964492309,0.582551709163432
imagenet-hard,0.32285974499089254,0.6122950819672132,0.2189469870756667,0.7324041078154537
imagenet-mini,0.887,0.9854,0.06201756591796875,0.853359140385709
imagenet-r,0.6421333333333333,0.8302666666666667,0.023490371004740388,0.8042592666266135
imagenet-sketch,0.6482343925013264,0.8656094637347953,0.022134029885644963,0.8200108054927513
imagenet-v2,0.7856,0.946,0.030829077148437543,0.8374607795733654
tiny-imagenet,0.5791,0.7778,0.02102063598632814,0.7905239116629268
normal_dataset,0.3392857142857143,0.5580357142857143,0.19203402201334635,0.7930411332385016
plastic_dataset,0.30514199924934315,0.5093206555736269,0.20782831125916823,0.7771903439236049
objectnet,0.3327231614084204,0.4745342952514267,0.24524066095731095,0.7792523055053782
PUG_ImageNet,0.5430327868852459,0.7211076895208768,0.06775837188159607,0.8361896233151883
AVERAGE,0.543320063215462,0.7456511845782681,0.11046406347165115,0.7947125147258688
