Model;IN1k Top1;ShapeNet Top1;AUROC IN1k;ECE IN1k
DINOv3-L-KNN;0.5657322706276605;0;0.892335231161117;0.04768945637651071
CLIP-L-IN1K-LOGITS;0.5430327868852459;0;0.8361896233151883;0.06775837188159607
CLIP-L-IN1K-KNN;0.5369305316547415;0;0.8461460202819042;0.19172295907065412
DINOv2-L-KNN;0.5268204872747034;0;0.8700416015043981;0.08365485013908232
DINOv2-L-IN1K-LOGITS;0.5199936599945657;0;0.8308252268142533;0.025624331265361316
Hiera_L-IN1K-LOGITS;0.4826555565619056;0;0.8150562253747201;0.08081951474767694
CLIP-B-IN1K-LINEAR_PROBE;0.47887419617788246;0;0.8302715804122467;0.4571146837455074
CLIP-B-IN1K-LOGITS;0.4787270174803007;0;0.8148552379502039;0.09911461194327492
CLIP-B-IN1K-KNN;0.4659451136672403;0;0.8457330645510688;0.18879885752578662
Swin-L-IN1K-LOGITS;0.4631940041662893;0;0.8018635312804698;0.1107853769489458
Hiera_L-IN1K-KNN;0.4630807897835341;0;0.8467622582044815;0.23058182593631088
DINOv2-B-KNN;0.46062403767774657;0;0.8558239154505437;0.1153393211921215
DINOv2-B-IN1K-LINEAR_PROBE;0.4571596775654379;0;0.8286399563701026;0.446124717690628
Swin-L-KNN;0.4450117742958065;0;0.8310153941713283;0.19789309794812537
Swin-L-IN1K-KNN;0.4450117742958065;0;0.8310153941713283;0.19789309794812537
DINOv2-B-IN1K-LOGITS;0.4328865139027262;0;0.8420083356906793;0.05123729997760477
Swin-B-IN1K-LINEAR_PROBE;0.4283692600307943;0;0.8150400857275557;0.41083685815299187
Hiera_B-LOGITS;0.4266257585363645;0;0.8037745414382946;0.0934516311436824
Swin-B-IN1K-LOGITS;0.42643329408568065;0;0.7984247651520252;0.10164241239694395
DINOv2-L-IN1K-KNN;0.4240105062947197;0;0.8582999232701848;0.08864277220067025
Swin-B-IN1K-KNN;0.4171950004528575;0;0.8219808577841976;0.22129624395345887
Hiera_B-KNN;0.4136740331491713;0;0.8159353247612331;0.258201944873988
Swin-S-IN1K-LOGITS;0.40857938592518794;0;0.8030433800530985;0.10351319300524836
DINOv3-B-KNN;0.4081718141472693;0;0.849470397499043;0.07038621345020209
Hiera_S-IN1K-LOGITS;0.39152929988225704;0;0.8031525935276492;0.11574404892439041
DINOv2-B-IN1K-KNN;0.3871931890227335;0;0.849294693550743;0.10777778316544938
Swin-S-IN1K-KNN;0.3809777194094738;0;0.8236286519480145;0.21442352953973337
Swin-B-KNN;0.38071732632913685;0;0.8183192735269577;0.27692489379841645
Hiera_S-IN1K-KNN;0.3794153609274522;0;0.8067866078150001;0.2618319188888157
CLIP-L-KNN;0.3758717507472149;0;0.8931038299366382;0.08050863461135556
DINOv2-S-IN1K-LOGITS;0.3637464903541346;0;0.8399957966516822;0.09050689474761771
Swin-S-KNN;0.35902545059324337;0;0.8155899340710451;0.26626034123191594
DINOv2-S-KNN;0.3538402318630559;0;0.8186497731542282;0.13329273673949785
ViT-L-IN1K-LOGITS;0.3408318992844851;0;0.8192786822017915;0.23104398965986733
ResNet-50-IN1K-LOGITS;0.3260461008966579;0;0.8272001040896713;0.2781967033176856
ViT-B-IN1K-LOGITS;0.31402273344805726;0;0.8097859046891205;0.21748737631992046
ViT-L-IN1K-KNN;0.30863372882891044;0;0.8411580533594762;0.17144419181148565
DINOv2-S-IN1K-KNN;0.3007313649125985;0;0.8136925273402846;0.127868677418014
ViT-B-IN1K-KNN;0.267729372339462;0;0.849212200045629;0.16595749750245992
CLIP-B-KNN;0.2618082601213658;0;0.8656081534965021;0.05229785719761751
DINOv3-S-KNN;0.2566456842677294;0;0.8143155764397171;0.10699764287807624
ResNet-50-IN1K-KNN;0.2443619237387918;0;0.8822411525934216;0.08134209540533505
DINOv1-B-KNN;0.235938773661806;0;0.8339229927930886;0.12227669447320005
ResNet-50-KNN;0.22417579929354225;0;0.8518816999527778;0.08136369893622587
DINOv1-S-KNN;0.19913277782809527;0;0.8343216684553215;0.13558615007402422
