rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;clip_l__knn;CLIP-L-KNN;0.6413574736842105;0.7823943157894737;0.0;0;0;0;0.0
2;clip_l_in1k__knn;CLIP-L-IN1K-KNN;0.7760014736842106;0.8956149473684211;0.0;0;0;0;0.0
3;clip_l_in1k__logits;CLIP-L-IN1K-LOGITS;0.6962690526315789;0.8761745263157895;0.0;0;0;0;0.0
4;dinov2_l__knn;DINOv2-L-KNN;0.9195684210526316;0.9684027368421053;0.0;0;0;0;0.0
5;dinov2_l_in1k__knn;DINOv2-L-IN1K-KNN;0.8846656842105263;0.9660753684210527;0.0;0;0;0;0.0
6;dinov2_l_in1k__logits;DINOv2-L-IN1K-LOGITS;0.7786231578947368;0.9306094736842105;0.0;0;0;0;0.0
7;dinov3_l__knn;DINOv3-L-KNN;0.9623972631578948;0.9879768421052632;0.0;0;0;0;0.0
8;hiera_l_in1k__knn;Hiera_L-IN1K-KNN;0.7990749473684211;0.9217498947368421;0.0;0;0;0;0.0
9;hiera_l_in1k__logits;Hiera_L-IN1K-LOGITS;0.7060926315789474;0.8787416842105263;0.0;0;0;0;0.0
10;swin_l__knn;Swin-L-KNN;0.8453724210526316;0.9525757894736843;0.0;0;0;0;0.0
11;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.8453724210526316;0.9525757894736843;0.0;0;0;0;0.0
12;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.7106082105263158;0.8890917894736842;0.0;0;0;0;0.0
13;vit_l_in1k__knn;ViT-L-IN1K-KNN;0.7745585263157895;0.9036328421052632;0.0;0;0;0;0.0
14;vit_l_in1k__logits;ViT-L-IN1K-LOGITS;0.6527863157894737;0.8480058947368421;0.0;0;0;0;0.0
