rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;swin_b__knn;Swin-B-KNN;0.709750947368421;0.8656065263157895;0.0;0;0;0;0.0
2;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.8209155789473684;0.9384837894736842;0.0;0;0;0;0.0
3;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.6893273684210526;0.877197052631579;0.0;0;0;0;0.0
4;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.6805016842105264;0.8683953684210526;0.0;0;0;0;0.0
5;swin_l__knn;Swin-L-KNN;0.8453724210526316;0.9525757894736843;0.0;0;0;0;0.0
6;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.8453724210526316;0.9525757894736843;0.0;0;0;0;0.0
7;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.7106082105263158;0.8890917894736842;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.7191576842105263;0.8726783157894736;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.805412;0.9300018947368421;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.6456818947368421;0.8455993684210527;0.0;0;0;0;0.0
